2025-07-14T10:17:42.964Z,X+
2025-07-14T10:17:43.061Z,X+
2025-07-14T10:17:43.163Z,X+
2025-07-14T10:17:43.245Z,X+
2025-07-14T10:17:43.318Z,X+
2025-07-14T10:17:43.409Z,X+
2025-07-14T10:17:43.496Z,X+
2025-07-14T10:17:43.601Z,X+
2025-07-14T10:17:43.702Z,X+
2025-07-14T10:17:43.783Z,X+
2025-07-14T10:17:43.910Z,X+
2025-07-14T10:17:44.036Z,X+
2025-07-14T10:17:44.148Z,X+
2025-07-14T10:17:44.298Z,X+
2025-07-14T10:17:44.382Z,X+
2025-07-14T10:17:44.525Z,X+
2025-07-14T10:17:44.648Z,X+
2025-07-14T10:17:44.828Z,X+
2025-07-14T10:17:44.940Z,X+
2025-07-14T10:17:45.071Z,X+
2025-07-14T10:17:45.178Z,X+
2025-07-14T10:17:45.354Z,X+
2025-07-14T10:17:45.469Z,X+
2025-07-14T10:17:45.600Z,X+
2025-07-14T10:17:45.693Z,X+
2025-07-14T10:17:45.797Z,X+
2025-07-14T10:17:45.961Z,X+
2025-07-14T10:17:46.070Z,X+
2025-07-14T10:17:46.145Z,X+
2025-07-14T10:17:46.269Z,X+
2025-07-14T10:17:46.381Z,X+
2025-07-14T10:17:46.566Z,X+
2025-07-14T10:17:46.660Z,X-
2025-07-14T10:17:46.825Z,X-
2025-07-14T10:17:46.971Z,X-
2025-07-14T10:17:47.097Z,X-
2025-07-14T10:17:47.240Z,X-
2025-07-14T10:17:47.350Z,X-
2025-07-14T10:17:47.434Z,X-
2025-07-14T10:17:47.579Z,X-
2025-07-14T10:17:47.692Z,X-
2025-07-14T10:17:47.838Z,X-
2025-07-14T10:17:47.950Z,X-
2025-07-14T10:17:48.015Z,X-
2025-07-14T10:17:48.197Z,X-
2025-07-14T10:17:48.270Z,X-
2025-07-14T10:17:48.418Z,X-
2025-07-14T10:17:48.496Z,X-
2025-07-14T10:17:48.654Z,X-
2025-07-14T10:17:48.744Z,X-
2025-07-14T10:17:48.810Z,X-
2025-07-14T10:17:48.949Z,X-
2025-07-14T10:17:49.094Z,X-
2025-07-14T10:17:49.185Z,X-
2025-07-14T10:17:49.294Z,X-
2025-07-14T10:17:49.435Z,X-
2025-07-14T10:17:49.572Z,X-
2025-07-14T10:17:49.699Z,X-
2025-07-14T10:17:49.794Z,X-
2025-07-14T10:17:50.052Z,X+
2025-07-14T10:17:50.303Z,X+
2025-07-14T10:17:50.485Z,X+
2025-07-14T10:17:50.647Z,X+
2025-07-14T10:17:50.742Z,X+
2025-07-14T10:17:50.828Z,X+
2025-07-14T10:17:50.894Z,X+
2025-07-14T10:17:51.048Z,X+
2025-07-14T10:17:51.126Z,X+
2025-07-14T10:17:51.194Z,X+
2025-07-14T10:17:51.306Z,X+
2025-07-14T10:17:51.465Z,X+
2025-07-14T10:17:51.581Z,X+
2025-07-14T10:17:51.692Z,X+
2025-07-14T10:17:51.757Z,X+
2025-07-14T10:17:51.835Z,X+
2025-07-14T10:17:51.911Z,X+
2025-07-14T10:17:52.031Z,X+
2025-07-14T10:17:52.146Z,X+
2025-07-14T10:17:52.314Z,X+
2025-07-14T10:17:52.596Z,Z+
2025-07-14T10:17:52.674Z,Z+
2025-07-14T10:17:52.855Z,Z+
2025-07-14T10:17:53.024Z,Z+
2025-07-14T10:17:53.185Z,Z+
