2025-07-14T10:17:53.255Z,Z+
2025-07-14T10:17:53.341Z,Z+
2025-07-14T10:17:53.454Z,Z+
2025-07-14T10:17:53.557Z,Z+
2025-07-14T10:17:53.631Z,Z+
2025-07-14T10:17:53.758Z,Z+
2025-07-14T10:17:53.870Z,Z+
2025-07-14T10:17:53.937Z,Z+
2025-07-14T10:17:54.066Z,Z+
2025-07-14T10:17:54.152Z,Z+
2025-07-14T10:17:54.244Z,Z+
2025-07-14T10:17:54.316Z,Z+
2025-07-14T10:17:54.444Z,Z+
2025-07-14T10:17:54.493Z,Z+
2025-07-14T10:17:54.555Z,Z+
2025-07-14T10:17:54.627Z,Z+
2025-07-14T10:17:54.724Z,Z+
2025-07-14T10:17:54.802Z,Z+
2025-07-14T10:17:54.878Z,Z+
2025-07-14T10:17:54.963Z,X+
2025-07-14T10:17:55.032Z,X+
2025-07-14T10:17:55.105Z,X+
2025-07-14T10:17:55.189Z,X+
2025-07-14T10:18:30.847Z,Z+
2025-07-14T10:18:41.469Z,Z-
2025-07-14T10:18:41.554Z,Z-
2025-07-14T10:18:41.610Z,Z-
2025-07-14T10:18:42.242Z,Z-
2025-07-14T10:18:42.315Z,Z-
2025-07-14T10:18:42.400Z,Z-
2025-07-14T10:18:42.470Z,Z-
2025-07-14T10:18:42.555Z,Z-
2025-07-14T10:19:19.403Z,Z-
2025-07-14T10:19:28.095Z,Z+
2025-07-14T10:19:28.163Z,Z+
2025-07-14T10:19:28.292Z,Z+
2025-07-14T10:19:28.463Z,Z+
2025-07-14T10:19:28.536Z,Z+
2025-07-14T10:19:28.600Z,Z+
2025-07-14T10:19:28.755Z,Z+
2025-07-14T10:19:28.822Z,Z+
2025-07-14T10:19:28.901Z,Z+
2025-07-14T10:19:29.008Z,Z+
2025-07-14T10:19:29.058Z,Z+
2025-07-14T10:19:29.128Z,Z+
2025-07-14T10:19:29.272Z,Z+
2025-07-14T10:19:29.350Z,Z+
2025-07-14T10:19:29.447Z,Z+
2025-07-14T10:19:29.561Z,Z+
2025-07-14T10:19:29.619Z,Z+
2025-07-14T10:19:30.029Z,Z+
2025-07-14T10:19:30.104Z,Z+
2025-07-14T10:19:30.299Z,Z+
2025-07-14T10:19:30.375Z,Z+
2025-07-15T09:07:53.494Z,X+
2025-07-15T09:07:53.557Z,X+
2025-07-15T09:07:53.613Z,X+
2025-07-15T09:07:53.663Z,X+
2025-07-15T09:07:53.728Z,X+
2025-07-15T09:07:53.929Z,X+
2025-07-15T09:07:53.976Z,X+
2025-07-15T09:07:54.032Z,X+
2025-07-15T09:07:54.090Z,X+
2025-07-15T09:07:54.139Z,X+
2025-07-15T09:07:54.188Z,X+
2025-07-15T09:07:54.242Z,X+
2025-07-15T09:07:54.307Z,X+
2025-07-15T09:07:54.480Z,X-
2025-07-15T09:07:54.545Z,X-
2025-07-15T09:07:54.617Z,X-
2025-07-15T09:07:54.670Z,X-
2025-07-15T09:07:54.736Z,X-
2025-07-15T09:07:54.790Z,X-
2025-07-15T09:07:54.854Z,X-
2025-07-15T09:07:54.932Z,X-
2025-07-15T09:07:54.988Z,X-
2025-07-15T09:07:55.039Z,X-
2025-07-15T09:07:55.089Z,X-
2025-07-15T09:07:55.145Z,X-
2025-07-15T09:07:55.199Z,X-
2025-07-15T09:07:55.264Z,X-
2025-07-15T09:07:55.325Z,X-
2025-07-15T09:07:55.381Z,X-
2025-07-15T09:07:55.440Z,X-
2025-07-15T09:07:55.500Z,X-
2025-07-15T09:07:55.559Z,X-
2025-07-15T09:07:55.613Z,X-
2025-07-15T09:07:56.720Z,Z+
2025-07-15T09:07:56.778Z,Z+
2025-07-15T09:07:57.070Z,Z+
2025-07-15T09:07:57.121Z,Z+
2025-07-15T09:07:57.314Z,Z+
2025-07-15T09:07:57.371Z,Z+
2025-07-15T09:07:57.423Z,Z+
2025-07-15T09:07:57.490Z,Z+
2025-07-15T09:07:57.546Z,Z+
2025-07-15T09:07:57.617Z,Z+
2025-07-15T09:07:58.655Z,Z-
2025-07-15T09:07:58.711Z,Z-
